0,-0.041613,-0.045095,-0.034448,0.99751997,0.0,3,849453937943713
1,-0.043356,-0.044318,-0.034735,0.997471,0.0,3,849453947953088
2,-0.040853,-0.043051,-0.036334,0.997575,0.0,3,849453957964025
3,-0.042596,-0.042478,-0.036759,0.99751097,0.0,3,849453967943713
4,-0.040588,-0.042489998,-0.0383,0.997537,0.0,3,849453977954650
5,-0.042328,-0.041992,-0.038739,0.997468,0.0,3,849453987967150
6,-0.041763,-0.042342,-0.040187,0.99742,0.0,3,849453997946838
7,-0.0435,-0.041885998,-0.040615,0.997348,0.0,3,849454007957775
8,-0.043032,-0.041129,-0.042256,0.997331,0.0,3,849454017967150
9,-0.044771,-0.040733,-0.042714,0.997252,0.0,3,849454027948400
10,-0.043113,-0.039354,-0.044562,0.997299,0.0,3,849454037959338
11,-0.044857,-0.039012,-0.045057,0.997213,0.0,3,849454047970275
12,-0.04345,-0.037745,-0.04691,0.997239,0.0,3,849454057949963
13,-0.045197,-0.037441,-0.047426,0.997149,0.0,3,849454067960900
14,-0.044724,-0.038176,-0.048692,0.997081,0.0,3,849454077940588
15,-0.046467,-0.037865,-0.04916,0.99699,0.0,3,849454087951525
16,-0.045042,-0.036741,-0.048413,0.997134,0.0,3,849454097964025
17,-0.044826,-0.037858,-0.046923,0.997173,0.0,3,849454107943713
18,-0.043581,-0.036911,-0.046098,0.997303,0.0,3,849454117953088
19,-0.043362,-0.03803,-0.04461,0.997338,0.0,3,849454127965588
20,-0.040512,-0.034995,-0.044477,0.997574,0.0,3,849454137945275
21,-0.040288,-0.036118,-0.042993,0.997609,0.0,3,849454147956213
22,-0.038539,-0.03653,-0.04172,0.997717,0.0,3,849454157967150
23,-0.038314,-0.037656,-0.040238,0.997744,0.0,3,849454167946838
24,-0.036107,-0.036158,-0.039552,0.99791,0.0,3,849454177957775
25,-0.035879,-0.037287,-0.038073,0.997934,0.0,3,849454187970275
26,-0.032563,-0.033201,-0.03821,0.998186,0.0,3,849454197948400
27,-0.032329,-0.034334,-0.036735,0.998211,0.0,3,849454207960900
28,-0.028816,-0.030761,-0.036676,0.998437,0.0,3,849454217971838
29,-0.028577,-0.0319,-0.035206,0.998462,0.0,3,849454227951525
30,-0.026335,-0.024117,-0.034962,0.99875,0.0,3,849454237962463
31,-0.02647,-0.021103,-0.033379,0.998869,0.0,3,849454247942150
32,-0.025816,-0.013372,-0.033461,0.999017,0.0,3,849454257953088
33,-0.02651,-0.010812,-0.032682,0.99905497,0.0,3,849454267964025
34,-0.026922,-0.003845,-0.033749,0.99906,0.0,3,849454277943713
35,-0.028436,-0.002448,-0.03367,0.999025,0.0,3,849454287954650
36,-0.028989,0.003206,-0.034776,0.998969,0.0,3,849454297965588
37,-0.031092,0.003962,-0.034545,0.998911,0.0,3,849454307945275
38,-0.032216,0.00746,-0.034795,0.998847,0.0,3,849454317957775
39,-0.034407,0.007695,-0.034363,0.998787,0.0,3,849454327968713
40,-0.035001,0.009062,-0.034326,0.998756,0.0,3,849454337948400
41,-0.036733,0.008324,-0.034143,0.998706,0.0,3,849454347959338
42,-0.037758,0.008285,-0.034408,0.998659,0.0,3,849454357970275
43,-0.038623,0.004777,-0.034555,0.998644,0.0,3,849454367949963
44,-0.037858,0.004675,-0.035389,0.998645,0.0,3,849454377960900
45,-0.037905,0.003148,-0.035771,0.998635,0.0,3,849454387940588
46,-0.035661,0.004218,-0.036453,0.998689,0.0,3,849454397951525
47,-0.034832,0.002787,-0.036566,0.99872,0.0,3,849454407964025
48,-0.031987,0.003488,-0.036752,0.998806,0.0,3,849454417943713
49,-0.030997999,0.002543,-0.036605,0.998845,0.0,3,849454427954650
50,-0.028439,0.002463,-0.036487,0.998926,0.0,3,849454437965588
51,-0.028009,0.001732,-0.036322,0.998946,0.0,3,849454447946838
52,-0.0268,0.002528,-0.036385,0.998975,0.0,3,849454457956213
53,-0.026303,0.001488,-0.036109,0.999,0.0,3,849454467967150
54,-0.024804,0.002617,-0.036137,0.999035,0.0,3,849454477946838
55,-0.024232,0.001626,-0.035682,0.999068,0.0,3,849454487957775
56,-0.022154,0.002452,-0.03522,0.99913,0.0,3,849454497970275
57,-0.021247,0.001188,-0.034115,0.999191,0.0,3,849454507948400
58,-0.019098,0.002018,-0.032917,0.999273,0.0,3,849454517960900
59,-0.017848,0.001789,-0.031341,0.999347,0.0,3,849454527971838
60,-0.016473,0.002202,-0.029924,0.999414,0.0,3,849454537951525
61,-0.014687,0.001659,-0.028552,0.999483,0.0,3,849454547962463
62,-0.013376,0.002083,-0.02769,0.999524,0.0,3,849454557942150
63,-0.011346,0.001064,-0.026699,0.999578,0.0,3,849454567953088
64,-0.009101,0.0016889999,-0.026073,0.999617,0.0,3,849454577964025
65,-0.007289,7.11E-4,-0.025189,0.999655,0.0,3,849454587943713
66,-0.004712,0.002075,-0.024547,0.999685,0.0,3,849454597954650
67,-0.0031029999,9.61E-4,-0.023374,0.999721,0.0,3,849454607967150
68,-1.51E-4,0.002472,-0.022458,0.999744,0.0,3,849454617946838
69,7.04E-4,0.001997,-0.021404,0.999768,0.0,3,849454627957775
70,0.002778,0.002456,-0.02058,0.999781,0.0,3,849454637968713
71,0.003153,0.002689,-0.020025,0.99979,0.0,3,849454647948400
72,0.003991,0.004348,-0.019823,0.999786,0.0,3,849454657959338
73,0.004457,0.005222,-0.019676,0.999782,0.0,3,849454667970275
74,0.005392,0.008072,-0.020031,0.999752,0.0,3,849454677949963
75,0.005597,0.008226,-0.020222,0.999746,0.0,3,849454687960900
76,0.006163,0.009433,-0.020701,0.999722,0.0,3,849454697940588
77,0.006236,0.010564,-0.021471,0.999694,0.0,3,849454707951525
78,0.0072749997,0.012159,-0.022466,0.999647,0.0,3,849454717962463
79,0.00872,0.014304,-0.023806,0.999576,0.0,3,849454727943713
80,0.011072,0.016506,-0.025442,0.999478,0.0,3,849454737954650
81,0.014456,0.018123,-0.02733,0.999357,0.0,3,849454747965588
82,0.018684,0.019431,-0.029553,0.999199,0.0,3,849454757945275
83,0.024535,0.020142,-0.031994,0.998983,0.0,3,849454767956213
84,0.030946,0.020866,-0.034912,0.998693,0.0,3,849454777968713
85,0.039164,0.020397,-0.038251,0.99829197,0.0,3,849454787946838
86,0.048513,0.020152,-0.042654,0.997707,0.0,3,849454797959338
87,0.056222,0.017095,-0.047635,0.997134,0.0,3,849454807970275
88,0.06601,0.016919,-0.052653998,0.996285,0.0,3,849454817948400
89,0.070364,0.015833,-0.056929998,0.995769,0.0,3,849454827960900
90,0.076113,0.016585,-0.059785,0.995166,0.0,3,849454837971838
91,0.075717,0.016564,-0.061006,0.99512297,0.0,3,849454847951525
92,0.073993,0.017834,-0.06127,0.995215,0.0,3,849454857962463
93,0.069623,0.016994,-0.060626,0.995584,0.0,3,849454867942150
94,0.066008,0.015884,-0.059712,0.99590397,0.0,3,849454877953088
95,0.061637,0.015004,-0.059174,0.996229,0.0,3,849454887964025
96,0.058619,0.014064,-0.058695998,0.996454,0.0,3,849454897943713
97,0.05624,0.013654,-0.058292,0.99662,0.0,3,849454907954650
98,0.056074,0.014543,-0.057997,0.996634,0.0,3,849454917967150
99,0.055921,0.014183,-0.057338,0.996686,0.0,3,849454927946838
100,0.055702,0.014779,-0.056079,0.996761,0.0,3,849454937957775
101,0.056044,0.016183,-0.054049,0.996832,0.0,3,849454947968713
102,0.055339,0.018407,-0.05206,0.996939,0.0,3,849454957948400
103,0.054214,0.020237,-0.051183,0.997011,0.0,3,849454967959338
104,0.053891,0.023198,-0.050889,0.996979,0.0,3,849454977970275
105,0.051791,0.024298,-0.050426,0.997087,0.0,3,849454987949963
106,0.049833998,0.026003,-0.049748998,0.997178,0.0,3,849454997960900
107,0.047399,0.027069,-0.048733,0.997319,0.0,3,849455007942150
108,0.044371,0.028393,-0.047675,0.997472,0.0,3,849455017951525
109,0.04171,0.02983,-0.046599,0.997596,0.0,3,849455027964025
110,0.038811,0.031856,-0.04569,0.997692,0.0,3,849455037943713
111,0.035677,0.033293,-0.044852998,0.9978,0.0,3,849455047954650
112,0.032182,0.034571,-0.04431,0.9979,0.0,3,849455057965588
113,0.028668,0.035849,-0.044157,0.997969,0.0,3,849455067945275
114,0.025898,0.038557,-0.04445,0.997931,0.0,3,849455077956213
115,0.022741,0.03975,-0.044769,0.997947,0.0,3,849455087967150
116,0.020804,0.04182,-0.044981,0.997895,0.0,3,849455097946838
117,0.018661,0.042358,-0.044784,0.997923,0.0,3,849455107959338
118,0.016874,0.042723,-0.044349,0.997959,0.0,3,849455117970275
119,0.015814,0.043093,-0.043974,0.997977,0.0,3,849455127949963
120,0.015532,0.04328,-0.043733,0.997984,0.0,3,849455137960900
121,0.015595,0.043015,-0.043497,0.998005,0.0,3,849455147940588
122,0.01572,0.042711,-0.043304,0.998024,0.0,3,849455157951525
123,0.01568,0.041993,-0.043169,0.998061,0.0,3,849455167962463
124,0.015635,0.041717,-0.043129,0.998075,0.0,3,849455177942150
125,0.015362,0.040454,-0.043012,0.998137,0.0,3,849455187953088
126,0.015527,0.039532,-0.042804,0.99818,0.0,3,849455197964025
127,0.015482,0.038091,-0.04248,0.99825,0.0,3,849455207943713
128,0.015814,0.03707,-0.042106,0.998299,0.0,3,849455217954650
129,0.015806999,0.036619,-0.041882,0.998326,0.0,3,849455227967150
130,0.015824,0.036796,-0.041828,0.998321,0.0,3,849455237946838
131,0.01537,0.037108,-0.041947998,0.998312,0.0,3,849455247957775
132,0.015673,0.037851,-0.042138,0.998271,0.0,3,849455257968713
133,0.015514,0.038151998,-0.042384,0.998252,0.0,3,849455267948400
134,0.016655,0.038487,-0.042429,0.998218,0.0,3,849455277959338
135,0.017294,0.03808,-0.04215,0.998235,0.0,3,849455287970275
136,0.017762,0.037577,-0.041148,0.998288,0.0,3,849455297949963
137,0.018786,0.036694,-0.039743,0.998359,0.0,3,849455307962463
138,0.019822,0.035491,-0.038445,0.998433,0.0,3,849455317942150
139,0.020497,0.03408,-0.037167,0.998517,0.0,3,849455327953088
140,0.020864,0.033285,-0.035779,0.998587,0.0,3,849455337964025
141,0.020911999,0.031971,-0.034154,0.998686,0.0,3,849455347943713
142,0.020783,0.031108,-0.032486,0.998771,0.0,3,849455357954650
143,0.02031,0.029671,-0.030835,0.998877,0.0,3,849455367965588
144,0.019112,0.027864,-0.029259,0.999,0.0,3,849455377945275
145,0.018354,0.026777,-0.027819,0.999085,0.0,3,849455387956213
146,0.017795,0.026925,-0.026665,0.999123,0.0,3,849455397968713
147,0.017578,0.026832,-0.025672,0.999155,0.0,3,849455407946838
148,0.017642999,0.027351,-0.024781,0.999162,0.0,3,849455417959338
149,0.017732,0.027766,-0.024007,0.999168,0.0,3,849455427970275
150,0.017762,0.0288,-0.023131,0.999159,0.0,3,849455437949963
151,0.017893,0.029,-0.02286,0.999157,0.0,3,849455448084338
152,0.018496,0.029801,-0.022457,0.999132,0.0,3,849455457940588
153,0.018675,0.029824,-0.022084,0.999136,0.0,3,849455467951525
154,0.019421,0.029699,-0.021701,0.999134,0.0,3,849455477962463
155,0.019382,0.029309,-0.021207,0.999157,0.0,3,849455487942150
156,0.01974,0.028569,-0.020665,0.999183,0.0,3,849455497953088
157,0.019635,0.027692,-0.020186,0.999219,0.0,3,849455507965588
158,0.019541,0.026453,-0.019744,0.999264,0.0,3,849455517945275
